id,name,url,author,style,finished,updateTime,bookIntro
597,末日之无上王座,http://book.zongheng.com/book/581222.html,随散飘风,科幻游戏,已完结,"更新时间 11-22 10:30","一帝二后三皇四尊，七绝城末日争辉！ 当一切重启，苍穹下，江峰执掌雷霆，仰望星空！ --新书--《踏星》11月30号发布！ 十决横空，百强战榜 2200年的一天，当人类第一次登上海王星，看到的是一柄战刀和一具站立的尸体！！！"
598,帝破轮回,http://book.zongheng.com/book/615803.html,醉眼红尘,奇幻玄幻,已完结,"更新时间 11-16 12:05",新书《归墟》将于11月18日发布，请各位兄弟前往捧场！
599,踏破星河,http://book.zongheng.com/book/589180.html,郭雀,奇幻玄幻,已完结,"更新时间 10-30 14:21","六岁被家族弃之荒野的少年萧怒，立志做一只娶天鹅的癞蛤蟆。一朝亮星灯，得炼星术，圆了修士梦，却意外发现自己被人改容抹识，身世凄惨离奇。从此他一路逆袭，诛魔神斗神侯覆皇朝，终登上神域星河之巅成为一代霸主。交流群：546363566 上部作品《无敌柴刀》，440万字完本，万更年余无断更史，请放心收藏。 再挫不过扑街，不死总要码字。"
600,九龙主宰,http://book.zongheng.com/book/567481.html,一路向前,奇幻玄幻,已完结,"更新时间 10-29 09:10","自古，天塌了，有高个子顶着！可是 ，如果有一天，你就是那个高个子那？？"
601,极品风水师,http://book.zongheng.com/book/457720.html,岱岳峰,都市娱乐,已完结,"更新时间 10-25 11:47","风水秘术，卜算天机，无一不通，无一不精！ 抽烟喝酒，吃喝玩乐，不是不想戒，唉，人在江湖身不由己啊！ 书友群：439968089"
602,九玄天尊,http://book.zongheng.com/book/436850.html,灵小玄,武侠仙侠,已完结,"更新时间 10-08 10:05","当远古的辉煌消失在历史的长河，沉浮谁主？当仙帝的荣光掩埋于岁月的尘埃，苍生谁系？当九玄的传承降临，远古的遗脉出世，仙帝的荣光能否再现？四象的守护可否永恒？邪帝出，震寰宇！九玄变，憾苍穹！看辰轩如何执掌九玄传承踏上无尽仙途，登临无上巅峰 ！【群524816988】"
603,自学成仙,http://book.zongheng.com/book/639505.html,祥虎,武侠仙侠,已完结,"更新时间 10-01 12:17",武功是在师父的熏陶下习会的，修仙功法是在山顶上捡到的。仇人不是我自己惹来的，你们要对我不利？对不起，神挡我要杀神！仙阻我要灭仙！且看木讷少年如何野蛮成长，一步步踏向巅峰…………………新书《镇鼎》发布，敬请同行。
604,绝代兵王,http://book.zongheng.com/book/385413.html,七贝勒,都市娱乐,已完结,"更新时间 09-22 11:36",（群：154238870）　他连最低等的武生都不如，却收了五个最高等的武王做小弟！他连一天的兵都没有当过，却拥有整个星球战力最强的部队！转世神帝，四海兄弟！生死之交，青梅知己，纵横江湖，为国为义！
605,气御九重天,http://book.zongheng.com/book/580162.html,老衲不是吃素的,武侠仙侠,已完结,"更新时间 09-17 13:38","十万年前极宇仙朝灭尽宗门，断绝炼气士传承，大兴仙道，征伐诸天，成就十万年的鼎盛繁华。 十万年后，一个叫莫少离的小混混在这个世界重生成为气宗最后一根独苗，承宗门遗泽逆天改命，觉醒先天混元圣体，修成亘古第一气功。"
606,魔域,http://book.zongheng.com/book/568980.html,乱世狂刀,奇幻玄幻,已完结,"更新时间 09-10 00:10","一朝英雄拔剑起，又是苍生十年劫。但那世间最风流的繁华，却又怎么抵得上你眉间一点朱砂。魔域的公众微信：魔域书娘。 　　"
607,永生天帝,http://book.zongheng.com/book/425887.html,非白,武侠仙侠,已完结,"更新时间 08-29 11:20",永生大道，任我杀伐，诸天臣服，万法称帝，我之名号永生天帝……（欢迎加入作者群，群名：五方楼，群号：324878262，我们一起笑傲仙界！！！）
608,跃马大唐,http://book.zongheng.com/book/496184.html,大苹果,历史军事,已完结,"更新时间 08-28 18:03",天宝四年，盛世大唐。安禄山正在崛起，杨国忠将权倾朝野，歌舞升平中孕育刀光剑影，太平盛世里暗藏血雨腥风。一名小小坊丁，崛起于市井之间，他是诗坛翘楚，他是天下枭雄。绝代佳人，为谁舞霓裳羽衣！大唐天下，谁将主社稷沉浮！
609,末世图腾,http://book.zongheng.com/book/508146.html,辉煌战狼,科幻游戏,已完结,"更新时间 08-26 19:08",　　这是沙海与机械的世界，依靠着废品和垃圾生存的黑暗未来。这里充斥着传统进化者、灵能进化者、虫化变异者、机械改造者等形形色色的新人类，在这片残酷而危险的土地上争夺最后的资源。一位在垃圾堆上长大的冷酷少年，偶遇天空之城失落的贵族少女，一段传奇之旅由此展开……
610,真武神王,http://book.zongheng.com/book/520983.html,邵小白,奇幻玄幻,已完结,"更新时间 07-31 23:32",大千宇宙，位面无数，强者如云，少年天才林阳被族中赐婚，未婚妻却是一名人尽可夫的婊子，就当林阳备受屈辱之时，一座无名小塔却悄然间来到他的身边，自此林阳握神塔，踏诸天！林阳：万千世界，终有一天会被我踩在脚下！神王读者群号：453321990
611,星河剑帝,http://book.zongheng.com/book/512253.html,热乎冰棍儿,奇幻玄幻,已完结,"更新时间 07-23 22:58","茫茫星河，一片亘古死域。 大帝陨落，帝冢归路，求仙无门。 少年手持重剑无锋，踏入星河古域，征战茫茫仙路，掀起一片血雨腥风。"
612,仙魔变,http://book.zongheng.com/book/175703.html,无罪,奇幻玄幻,已完结,"更新时间 07-23 20:53","六十年前，一个中年大叔带着一条长得像癞皮狗一样的麒麟和一头长得像鸭子一样的鸳鸯第一次走入了中州皇城。那一年，这个中年大叔穿过了山海主脉，穿过了四季平原，走进了青鸾学院。六十年后，林夕坐着一辆破旧的马车，从鹿林镇穿过半个云秦帝国，一路向北，行向青鸾学院…这是一个有关帝国和荣耀，有关忠贞和背叛，有关青春和热血，有关一个怀着与众不同目光的少年，有关一个强大的修行学院的故事，八个完本的人品保证，2012年初夏，无罪安静的为你讲述一个有趣的校园故事。 无罪新书《冰火破坏神》http://book.zongheng.com/book/296950.html"
613,罗浮,http://book.zongheng.com/book/38134.html,无罪,奇幻玄幻,已完结,"更新时间 07-23 20:52","看似平静的修道界中，却隐藏着数百年气运转化的危机。 一名懵懂的山野少年，遭遇了一个代代一脉相传的神秘门派，无意中却卷动了天下风云。 ＊ ＊ ＊ 无罪新书《冰火破坏神》http://book.zongheng.com/book/296950.html"
614,通天之路,http://book.zongheng.com/book/75456.html,无罪,奇幻玄幻,已完结,"更新时间 07-23 20:51","一个灵岳城里的低阶小散修魏索，在交易的时候被人骗了，拿到了一个破损的低级法宝，可是这个不值一文的破损法宝里头，却有一个已经活了几万年的器灵...而且和几万年前相比，很多原本稀少的东西现在已经很多了，魏索首先发现，价值半颗下品灵石的火符的炼制材料现在就很多，于是全部身家已经只剩下几颗下品灵石的小散修开始发迹了....他首先的目标是，娶天玄大陆修道界中最有名的美女水灵儿做老婆。 无罪新书《冰火破坏神》http://book.zongheng.com/book/296950.html"
615,冰火破坏神,http://book.zongheng.com/book/296950.html,无罪,奇幻玄幻,已完结,"更新时间 07-23 20:50",当巨龙的时代渐渐终结，当术师们在星空下留下无数的财富和传说，一个个觉醒的少年，便开始踏上他们的征途。
616,机动战士WS,http://book.zongheng.com/book/491667.html,席卷,科幻游戏,已完结,"更新时间 07-21 23:11","在名为宇宙的漆黑画布上， 以星空为墓志铭， 跳一曲忧伤的狐步舞， 一切为了美丽的行星。 （喜欢高达或者机甲的朋友千万不要错过，这是一部纯正的高达系作品） （交流群512074804）"
617,刀剑神皇,http://book.zongheng.com/book/262883.html,乱世狂刀,奇幻玄幻,已完结,"更新时间 07-12 18:43","一口冰剑，一柄炎刀，一个屹立绝巅的不朽神皇传说！ 乱世狂刀，热血新作《御天神帝》，2015年4月2日八点十八分，正式起航，欢迎大家关注！"
618,龙动九天,http://book.zongheng.com/book/453603.html,蓝就,奇幻玄幻,已完结,"更新时间 07-11 05:46",挥手间，山河破碎，闭眸时，星河逆转；一念起，天涯咫尺，一念灭，沧海桑田。一代天骄，从微末中崛起，英雄血泪，美女柔情，谱写一世峥嵘
619,御天神帝,http://book.zongheng.com/book/457529.html,乱世狂刀,奇幻玄幻,已完结,"更新时间 07-10 12:00","大千世界，界域三千。人族少年名青羽，自雪国出，威御诸天！ 乱世狂刀，2015热血新作！ 　　【添加微信公众号：乱世狂刀】 【光明神殿（正版订阅群）： 318713892，暂时只收有粉丝值的兄弟】 【乱世狂刀-狂刀盟： 453892879，所有书友均可添加】"
620,无尽武装,http://book.zongheng.com/book/56579.html,缘分0,科幻游戏,已完结,"更新时间 07-09 06:33","这里是天堂，因为这里拥有地球上拥有的一切。所有你渴望的而又得不到的，在这里都可以得到；这里是地狱，因为每个人都要在这里艰苦挣扎，然后在分不清真假的世界中醉生梦死。这里，就是无限杀戮的世界…… 搜索缘分0，关注公众号，掌握更新动态。"
621,网游之金钱王座,http://book.zongheng.com/book/508072.html,笔尖下的殺手,科幻游戏,已完结,"更新时间 07-01 22:00","本书交流群：260994230 1，简介： 路人甲：游戏里打不过别人怎么办？ 林岳：砸钱买装备啊，往死里干！ 路人乙：对方有好多人…… 林岳：砸钱叫人来，往死里干！ 路人丙：555，我女朋友跟我分手了…… 林岳：砸钱给她买稀有装备，极品骑宠，哄她回来再往死里干！ 副会长：会长，会长，我们的副本攻略卡在最后一个BOSS打不过，咋办？ 林岳掏出大把的金币：拿去，给兄弟买升级宝石把装备属性砸满，再打一次，包过！ 游戏嘛，什么玩家最牛？就是人民币玩家最牛，管你什么技术流，数据流，老子一身极品史诗装备轻轻拍一下你就得挂。 （林岳带着十年后的满级盗贼账号重生，靠着账号里几十亿的起始资金，逐步控制“境界ol”的经济命脉，成为游戏里第一土豪哥）"
622,近身狂医,http://book.zongheng.com/book/394977.html,海派山人,都市娱乐,已完结,"更新时间 06-30 21:15",【星相卦术，窥破天机】【水墨工笔，引动国际】【中医针灸，悬壶济世】【形意太极，所向披靡】……一个大山里走出来的绝世高手，兴中医，立国术，万花丛中过，片叶不沾身。他让医术走向世界，他让功夫成为传奇。他就是近身狂医，一个立志要救治天下的狂妄男人。
623,网游之灭世魔刀,http://book.zongheng.com/book/567633.html,广意,科幻游戏,已完结,"更新时间 06-30 18:04",知天易，逆天难。就让一切阴暗的事物都陷入深渊吧……挣扎吧……【本书为爽文，书友群：489203821】
624,特种兵王在都市,http://book.zongheng.com/book/363903.html,神我很乖,都市娱乐,已完结,"更新时间 06-18 18:41",醉酒醒来，身畔竟躺着美女上司的双胞胎妹妹……兵王廖飞很纠结，一个冷艳高贵，一个娇蛮可爱，该选谁？本书已上市，书名《最强特工：谍影》京东、当当等都有销售。
625,仙道至尊,http://book.zongheng.com/book/502162.html,凌晨烟半支,武侠仙侠,已完结,"更新时间 06-14 23:23","惊材绝艳的天之骄子，有哪一个不是用钱给堆出来的？而在他们身上那耀眼的光芒所掩盖之下，一个饱受压迫的穷园丁，有谁又能想到他居然会是缔世青莲选定的天命之人？一朝天命所归，这彪悍的传说也将由此开启。 不要跟哥比，哥以后可是要干大事的人。"
626,帮主万岁,http://book.zongheng.com/book/117238.html,连篇鬼话,武侠仙侠,已完结,"更新时间 06-11 19:24","穿越成了强盗帮主，沈风带着麾下的无良帮众，恃强凌弱，吃软怕硬，打得过一哄而上，打不过一哄而散，小人报仇，落井下石！ 新书《逆天人王》已经发布~敬请关注~~~"
627,明贼,http://book.zongheng.com/book/517669.html,纸花船,历史军事,已完结,"更新时间 06-01 10:52","大明天启元年四月，毛帅奇袭镇江的路上，多了一名新兵。 一身转战三千里，一剑可当百万兵。 窃钩者诛，窃国者侯。 蝴蝶悄悄扇动了翅膀， 大明帝国战力最强悍的东江军集团，悄悄偏移了原本的方向…… 想跟小船吹牛逼的兄弟们，可加小船微信lw8954126,来吧，来者不拒."
628,六道共主,http://book.zongheng.com/book/431208.html,香烟的世界,奇幻玄幻,已完结,"更新时间 05-31 08:30",轮回盘碎裂，六道失衡，为弥补过错，他踏上了灵魂自赎的征程。历尽千辛万苦，九死一生，随着散落到各处的轮回盘碎片陆续被寻回，一个惊天阴谋也随之露出了冰山一角......新书《不休神座》已发
629,超强兵王,http://book.zongheng.com/book/388123.html,剑无邪,都市娱乐,已完结,"更新时间 05-10 19:46",他是猎鹰特种部队最年轻的兵王，一个特殊的任务，让他从此踏上了另外一条路，一跃成为雇佣兵界的王者，是堕落，还是龙腾九天？他背负仇恨，王者归来，华夏乃至全世界都将因他的出现而颤抖，他铁血柔情，横扫一切，他为爱执着，坚贞不移......（书友群：368243586）
630,超时空游戏,http://book.zongheng.com/book/603356.html,拈花一笑醉红尘,科幻游戏,已完结,"更新时间 05-10 12:30","神魔竞技，一场别开生面的战斗打响，作为世界乱入者要是不破坏剧情你就不是一名好的穿越者，在这里你能看到熟悉或者不熟悉的世界。目前已过世界（热血江湖游戏世界,碾压生化暴君，鹦鹉女神战争,倚天争霸,妖尾暂过，僵尸开幕..）"
631,万世龙门,http://book.zongheng.com/book/571718.html,一千克拉,奇幻玄幻,已完结,"更新时间 05-01 16:06",太古宇宙，浩瀚无尽，宗门林立。极乐世界，有无量寿佛把守乾坤，坐下金龙，经万万劫，金身堕落，化为华夏神土；少年孙龙，掌金龙血脉，觉醒无相武魂，于万万年后强势崛起，破碎位面，焚灭万古，踏上无限巅峰之路！
632,天降领主,http://book.zongheng.com/book/139346.html,枫叶12号,奇幻玄幻,已完结,"更新时间 04-27 17:03","从天而降，巧救国王，被封领主，从此走上争霸天下的道路。 脑中藏有地球先进思想，手中握有逆天神器制造基地，权掌百万精英高手，亿万机械兵种，踏着敌人的尸骨走向世界的巅峰。 收藏！收藏！收藏！收藏！收藏！"
633,通关基地,http://book.zongheng.com/book/408644.html,枫叶12号,科幻游戏,已完结,"更新时间 04-27 17:02","穿梭万千位面，掠夺无数资源！打通任务关卡，获得非凡能力，纵横宇宙星空，登上无上王者之位！通关基地交流群 199841580"
634,逆乱星辰,http://book.zongheng.com/book/407734.html,醉朱颜,奇幻玄幻,已完结,"更新时间 04-25 20:00",背负血海深仇的少年从小生活在一个千年的阴谋之中，当寓言成真的那一刻他毅然决定踏上揭开谜底的道路。就这样一个又一个的惊天谜团不断被揭开，而主角却发现自己从始至中只是一枚棋子，所有的一切都只是一场棋局。
635,不灭武帝,http://book.zongheng.com/book/470359.html,小马哥,奇幻玄幻,已完结,"更新时间 03-31 15:08",　　来自地球世界的吴良，带着神秘吊坠降临到神武大陆，成为一个破败家族的少主，而且本身还遭受残害，丹田被废，他的到来能改变这一切吗？神秘吊坠又是何物？且看吴良如何逆转乾坤，斗天战地，成就不灭武帝之尊。
636,狼血神探,http://book.zongheng.com/book/472788.html,辰源,奇幻玄幻,已完结,"更新时间 03-30 11:19","和萝莉拌拌嘴，跟美人调调情，抽根雪茄查查奇案，自己却是首席通缉犯，无人知晓的过去，谁也查不出的身世，他本身就是一个谜团！看够了死神小学生的冷漠？见惯了卷福华生的卖腐？给你一个会说相声的爆笑神探！前方笑料高能，请小心喷饭！辰源QQ:405872614 欢迎联络"
637,武道玄皇,http://book.zongheng.com/book/381078.html,天使爱米粒,奇幻玄幻,已完结,"更新时间 03-20 14:24",凌寒，天生怪病，注定夭折，身负血海深仇，意外流落奇岛，偶得至宝“阎罗令”，却被人陷害，几乎万劫不复。沉沦中他逆修武道，历尽艰辛，终成玄皇霸业！然而大仇难报，爱人难守，为何不能快意恩仇？敬请关注米粒新作！米粉群：220127692
638,神级潜行者,http://book.zongheng.com/book/551680.html,欧阳玉清,奇幻玄幻,已完结,"更新时间 03-01 23:07","封皇称帝，关我毛事？ 扮猪吃虎，无声打脸，方为王道！ 穿越者于洋，自魔兽逆空而来， 看他一身刺杀绝技是如何将这个世界搅个稀烂， 挣脱规则的枷锁，做那命运的主人！"
639,修仙之天眼通仙,http://book.zongheng.com/book/438883.html,素布可奈,武侠仙侠,已完结,"更新时间 03-01 16:07",携天命之体，辅以天眼神通，重生少年降临修真世界。剑刃风暴横扫诸天，战争践踏破灭乾坤，一桩扑朔迷离贯三界，三相御雷神通踏五洲！只手通仙寻道，只眼湮灭苍穹！以情为念，以道作舟，一部逆天的神功，造就旷世奇才！
640,傲天战神,http://book.zongheng.com/book/365577.html,古清风本尊,奇幻玄幻,已完结,"更新时间 02-28 09:06",入宗门的时间终来临，宗门执事乘异兽前来迎接，终入山门，成为了‘洪武宗’几百年来，最年轻的一名元气入脉的外门弟子，深得宗门外门长老的重视，虽为外门弟子，但与内门弟子的福利相若，这让很多内门弟子看不惯，由此，引发了一系列的冲突。
641,仙武大帝,http://book.zongheng.com/book/385402.html,爬开,奇幻玄幻,已完结,"更新时间 02-20 23:52",他是被族人戏称“基础大师”的废柴，却意外得到魔帝传承，修吞天魔功，万物皆可化修为！且看杨凡强势崛起，曾经的羞辱，百倍奉还！且看他以不死之躯碾压各路至尊，霸绝万界！
642,末世之丧尸来袭,http://book.zongheng.com/book/384058.html,愁城旧事,科幻游戏,已完结,"更新时间 02-15 23:52","新书《制霸星河》已经在纵横发布，请各位大爷们高抬贵足光顾门槛，新书会拼命更新的，希望大家支持支持支持支持啊！ 书友群：195830338"
643,仙路争锋,http://book.zongheng.com/book/311835.html,缘分0,武侠仙侠,已完结,"更新时间 02-15 07:52","修仙如渡河，万马千军竟争帆。因此当你选择了这条路时，你就已经踏上了永不停歇的人生竞赛。要想赢得胜利，需要的不仅是勇往直前的勇气，更要面对无数的风刀霜剑与腥风血雨。 争夺，在踏上仙途之前，就已开始！ 搜索“缘分0”，可加公众号，欢迎关注。"
644,功夫神医,http://book.zongheng.com/book/121695.html,步行天下,都市娱乐,已完结,"更新时间 02-07 10:35","轻功加上跑酷会创造怎样的神话？ 内气辅助针灸会成就如何的辉煌？ 胸怀大志的陆峰，身怀谁也不知晓的轻功绝技，而这还只是他发现内气的一个初级衍生功能而已。初学针灸，却连连创造奇迹。不会跑酷，却大杀四方，是天赋还是巧合？是偶然还是必然？＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊小步新作《特种神医》已发，希望各位朋友去支持一下，红票收藏都砸来http://book.zongheng.com/book/390470.html"
645,御宝天师,http://book.zongheng.com/book/219925.html,步行天下,都市娱乐,已完结,"更新时间 02-07 10:35","古玩店的小伙计竟然是一个谁也不知道的超级高手，但他不仅仅拥有令人震惊的实力，跟拥有令人仰望的超级天赋，如此耀眼的一个人，想低调点都不行。 玩转古玩界，震惊风水界，叹服武术界，羞煞万千天才，同时还混迹各色极品美女中……美好的生活就此展开，成就一个只能仰望的存在。小步新作《特种神医》已发，希望各位朋友去支持一下，红票收藏都砸来http://book.zongheng.com/book/390470.html"
646,特种神医,http://book.zongheng.com/book/390470.html,步行天下,都市娱乐,已完结,"更新时间 02-07 10:34","杜仲，失传已久的上古医术唯一继承人，无人知晓的超级兵王，可他竟然在医院当了一名小保安，美好的都市生活就此开始。他医术无敌，集百家之长，妙手回春，活人无数，成一代神医；他武力无双，独步都市，畅游百花丛。 红票收藏群：121883239 VIP订阅打赏群：227594322（会审核）"
647,吞天之怒,http://book.zongheng.com/book/516129.html,七小鱼,奇幻玄幻,已完结,"更新时间 01-31 20:44","上古有妖龙，徒遭神雷所灭。少年秦天，神龙附体，一夕得变。 从此一步一杀！一手遮天！ 这是强者的世界！没有温柔的诺言！ 燃烧吧怒火！吞尽这无穷的黑暗！（求收藏） 吞天之怒书友群 415820058，大量空位，欢迎加入。"
648,战血凌天,http://book.zongheng.com/book/368892.html,悦阳,奇幻玄幻,已完结,"更新时间 01-05 18:02",废脉少年，竟是万古第一战脉，因被天地所妒，致使大道残缺，不得善终，且看，被天地所不容的存在怎样一步一步逆天而战，怎样逆天而生，逆天而长，只为自己信念，扫除一切阻碍，尽在战血凌天
649,丹武九重天,http://book.zongheng.com/book/444107.html,红豆香烟,奇幻玄幻,已完结,"更新时间 01-01 01:20","在众人眼中没有前途的李飞，意外深埋山腹，大难不死，被迫踏上了修炼之道！…… 在充满无限危险却热血沸腾的天途旅行中，李飞成就丹道至尊、逆袭一界霸主，携美纵横九天！ 当然更少不了被无数高手追杀的惊险与刺激……"
650,绝世医圣,http://book.zongheng.com/book/484954.html,关东小虎,都市娱乐,已完结,"更新时间 12-21 12:32","上古医道传人姜离，因为修炼奇功对女人来说有致命的诱惑。 却不得不遵从师命，来到都市悬壶济世，却又因自身奇功被卷入一个又一个因为女人而产生的漩涡当中，他也一步步在漩涡中成长成一代医圣。"
651,九星杀神,http://book.zongheng.com/book/369684.html,铁马飞桥,奇幻玄幻,已完结,"更新时间 12-03 14:48","变异体质，能吞食一切，逆天功法，弑天武技，伴随着他走上掠夺之路，以杀神之名，登峰绝顶，一路伏尸百万！诸国林立，万宗驰骋，看主角笑傲群雄，荣登大道之巅，这里残酷而令人战栗！ 作者的话：《胆小勿入》九星杀神一群373585758此群已满，请加二群230390737 铁马恭候大驾的莅临。"
652,寂灭圣主,http://book.zongheng.com/book/523444.html,死灵守卫,奇幻玄幻,已完结,"更新时间 12-01 00:57",这是一个天才辈出妖孽横行的黄金盛世，看少年秦昊携带逆天至宝，脚踩各路天骄，手揽倾世妖女，怀拥至尊女帝，横推绝代女神…破苍穹，灭乾坤，一路风骚，无人可挡！
653,东方球王,http://book.zongheng.com/book/390741.html,龙们客,竞技同人,已完结,"更新时间 11-05 11:12","网络竞技小说写手穿越成中国足坛第一“方仲永”——东方辰。 他站在巨人的肩膀上，扼住命运的咽喉，搏击风浪，激流勇进，成就一代球王！"
654,神魔天玄,http://book.zongheng.com/book/469026.html,不娘青年,奇幻玄幻,已完结,"更新时间 10-31 21:51","神圣的西方教廷，远古四圣兽一族，隐世的精灵族，神秘的海族…… 天玄三大陆！九大海域！二十二神器！ 尽在……《神魔天玄》！ 期待您的品读…… 书友群：474912284"
655,不死战神,http://book.zongheng.com/book/304932.html,潇潇凉公子,奇幻玄幻,已完结,"更新时间 10-24 15:52","穿越到天隆大陆，误食绝世灵果，巧获神秘宝镜，沈辰从此斩强敌，屠荒兽，戮九州，成就无上杀神。逆天的根骨，独特的修炼，让他不断超越极限！ 唯一官方书友群：98559651欢迎大家加入！"
656,权臣,http://book.zongheng.com/book/48942.html,沙漠,历史军事,已完结,"更新时间 10-18 08:56","他让一个家族的姓氏,成为一个帝国的旗号！ ——————沙—-—漠———精———品—————— 新书《锦衣春秋》已经发布，微信公众号：锦衣沙漠"
657,天下称尊,http://book.zongheng.com/book/407786.html,虞星辰,奇幻玄幻,已完结,"更新时间 10-07 15:27","愿以生灵血，铸就修仙路！ 由凡入天，吞噬魔功威震古今，杀到天下无人敢称尊，九天上的不死仙喋血，九幽下的冥君甘俯首，以无上魔躯铸兵魂，成就一代狠人的传奇，你我共鉴，天下称尊"
658,无极剑神,http://book.zongheng.com/book/376378.html,火神,奇幻玄幻,已完结,"更新时间 10-03 18:23",天武大陆，宗门林立，弱肉强食，适者生存，为救亲人，苏云一念成魔，偶获逆天剑匣，习得惊世剑诀，一把由十万八千口仙剑镇压的神秘之剑，铸就了一段不朽剑神传说！（书友群：131602520；祝融之臂VIP订阅群：2734885【订阅的朋友加】）
659,盗神挽天,http://book.zongheng.com/book/479120.html,破军星动,科幻游戏,已完结,"更新时间 10-03 12:57","浩劫将至,天下板荡.不臣以盗神为志,融超级系统,拥绝世美女,一刀一命游走于生死一线间,夺至宝,刺君王,盗古冢,篡天下，以盖世实力铸就一段盗神史诗！（新书《祸世魔帝》已发布，书号610328，请读者大大们收藏一下，破军拜谢！"
660,无敌神眼,http://book.zongheng.com/book/480445.html,赤焰神歌,都市娱乐,已完结,"更新时间 09-25 12:14","【赤焰盟出品】 新书《超级小神医》发布，大家可以搜索观看。 生活在社会底层的他，英雄救美，却被人杀害，偶然得到秘辛，成就一双透视神眼，从此以后，美女、金钱接踵而来。 书友群：437039866"
661,圣手邪医,http://book.zongheng.com/book/365873.html,贱走偏锋,都市娱乐,已完结,"更新时间 09-13 18:05","祝由术分支的符医门第十九代单传弟子张阳，身怀道家至宝“九阳符”却不自知，始终无法突破祝门真火第一重正体巅峰，认为是尘缘未了，需要应劫之后寻求突破。 张阳下山求学，悬壶济世发扬祝门医术，岂料阴错阳差之下，开启胸前的玉葫芦，释放九阴，引出九阳齐聚，从此卷入了玄门争斗，开始征伐江湖，猎艳天下的彪悍人生。 针灸丹道、符文阵术、蛊毒咒法……各种玄门流派你方唱罢我登场！ 校花护士、警花萝莉，共同演绎一段玄门医侠的传奇人生。"
662,绿茵骑士,http://book.zongheng.com/book/281561.html,木子柒7,竞技同人,已完结,"更新时间 08-29 16:06","他就像一个奔跑在绿茵场上的骑士； 追随他，就能看见阳光—— 以涵娘的名义，奔跑吧，骚年！ ...................... 欢迎来到足球小说的世界！ (本书仅供娱乐，不代表立场!）"
663,特种护花兵王,http://book.zongheng.com/book/369016.html,步履无声,都市娱乐,已完结,"更新时间 08-29 05:22","兵王宁飞回归都市，肩负着“帮队友报仇”的重担，要建造属于自己的实力，挖出当初的内幕，阴差阳错之下又救下了一位漂亮的女总裁，并且成为了保镖，开始让人啼笑皆非的生活。 兵王的花都生活正式开始了！权势，美女，一个都不能少！ 群号：424110920"
664,九阳踏天,http://book.zongheng.com/book/228047.html,食堂包子,奇幻玄幻,已完结,"更新时间 08-15 21:42","世间修炼，灵肉两极。 灵者灵魂，操纵天地元力，感悟大道规则！ 肉者体魄，淬炼血肉筋骨，融合血脉传承！ 世人修炼，皆为有朝一日，能够至高无上，踏临九天！ 而当灵魂足够强大，便需无坚不摧的强大肉身作为祭台，点燃那永不消亡的火焰……"
665,灭天封神,http://book.zongheng.com/book/462043.html,孤蝉忧鸣,奇幻玄幻,已完结,"更新时间 08-01 17:58",生逢乱世，在这个人吃人的世界之中，唯有成为这个世界的神，凌驾于决裁者之上，才能够主宰世间，掌控自己的命运！打破天规，覆灭地则！这便是灭天封神！灭天改命，唯我封神！在这个现实的世界里，历经磨难之后，你我皆能封神！QQ群号125180252
666,玄衍神术,http://book.zongheng.com/book/329796.html,一介白衣,武侠仙侠,已完结,"更新时间 08-01 14:47","苏伏穿越了，穿越到一个修真世界，却被魔灵染化，十二年后，家族被神秘人屠杀。为报仇，为与魔灵抗衡走上了修道之路。PS：群号334086970 新书《一剑倾国》上传，求点击收藏推荐~~~"
667,十国千娇,http://book.zongheng.com/book/382294.html,西风紧,历史军事,已完结,"更新时间 07-26 19:45",五代十国后期，赵匡胤还只是中级校尉，这时一名禁军小队长就已经知道他陈桥兵变、杯酒释兵权的故事了。大家都还有机会，况且小队长对赵家将来的干法也不是很赞同……
668,绝品狂医,http://book.zongheng.com/book/408035.html,渣渣复渣渣,都市娱乐,已完结,"更新时间 07-26 16:00","一口古井中，盘卧着地球上最后一尊巨龙。 不过这条巨龙有点闲，不修神通修医术。 乡村少年意外坠落古井，获得了龙族神医的传承。 且看乡村少年走出十万大山，辗转花都，艳遇连连，风骚无敌……"
669,仙武同修,http://book.zongheng.com/book/367201.html,月如火,奇幻玄幻,已完结,"更新时间 07-08 19:57",巅峰仙术，横行无忌；武凌天下，败尽英雄！翻掌之间，风云变色；仙武同修，谁与争锋！宅男萧晨带着淘宝上买的《修真大全》，穿越到以武为尊的天武大陆，炼丹药、修符篆、布大阵、制法宝，修炼着消失千年的青龙武魂，谱写出一段波澜壮阔的热血传奇！
670,无上圣天,http://book.zongheng.com/book/288345.html,情殇孤月,奇幻玄幻,已完结,"更新时间 07-06 07:16",当武道、相术、仙法与异能臻于极致，秦孤月傲然仗剑道：“敢问八方圣贤，苍天云巅，谁为无上？”新书《儒武争锋》已经发布！
